5,9
10,11
15,14
20,15
25,16
30,16
35,17
40,14
45,17
50,13
55,14
60,16
65,20
70,21
75,20
80,15
85,20
90,19
95,20
100,19
105,19
110,21
115,21
120,22
125,24
130,20
135,19
140,14
145,15
150,12
155,7
160,6
